px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.0,0.001,0.001,0.04,-0.012,0.005
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.0,-0.0,0.0,0.026,-0.005,0.005
0.018,-0.032,0.057,1.0,-0.002,0.009,0.02,-0.001,-0.002,0.002,-0.029,0.018,-0.017
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.0,0.0,0.013,0.011,0.001
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,0.0,-0.004,0.018,0.034,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,0.0,-0.004,0.028,-0.006,-0.005
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,0.001,-0.003,0.013,-0.011,0.003
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.001,-0.003,0.025,0.024,0.002
0.019,-0.032,0.057,1.0,-0.002,0.009,0.02,-0.001,-0.002,0.001,-0.059,0.02,-0.012
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,0.001,0.006,-0.001,0.008
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.0,0.003,-0.007,-0.04,0.006
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,-0.0,0.002,0.007,-0.019,-0.007
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,-0.0,0.001,0.018,0.004,-0.005
0.018,-0.032,0.057,1.0,-0.002,0.009,0.02,-0.001,-0.002,0.002,-0.061,0.026,-0.016
0.018,-0.032,0.057,1.0,-0.002,0.008,0.02,-0.001,-0.002,0.001,-0.051,0.014,-0.012
0.019,-0.032,0.057,1.0,-0.001,0.01,0.02,-0.0,0.003,-0.009,0.039,0.173,0.021
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.002,-0.002,0.042,-0.007,0.014
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,-0.002,0.036,-0.005,0.007
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.002,-0.003,0.029,0.001,0.012
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,0.0,0.005,0.011,0.013
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.001,0.001,0.009,0.01,0.006
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,-0.0,0.002,0.011,-0.014,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,0.0,0.002,-0.001,-0.003,-0.006
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,0.0,0.001,0.019,-0.009,-0.001
0.019,-0.032,0.057,1.0,-0.002,0.008,0.02,-0.001,-0.001,0.0,-0.059,0.009,-0.022
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.001,-0.001,0.001,0.025,0.006
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,-0.0,0.01,0.002,0.004
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,-0.0,0.003,-0.011,0.005
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.0,0.0,0.01,-0.002,-0.0
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.0,-0.001,0.003,-0.017,0.005
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,-0.0,-0.001,0.017,0.015,-0.009
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.002,0.003,0.013,0.106,0.007
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,0.0,-0.0,-0.001,-0.005,-0.006
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,-0.0,0.001,-0.007,-0.008,-0.008
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,-0.0,-0.0,0.0,-0.004,-0.003
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,0.0,-0.0,0.01,0.003,-0.001
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.001,0.001,-0.0,0.01,0.001
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,0.001,0.002,-0.004,-0.022,0.009
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.0,0.001,-0.012,-0.019,0.009
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.0,0.0,-0.001,0.007,-0.009,0.006
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.0,-0.001,0.014,0.014,-0.0
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.0,0.0,-0.002,0.005,0.0,-0.002
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.0,-0.002,0.004,0.006,-0.003
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.001,-0.001,-0.0,0.003,0.003,-0.007
0.019,-0.032,0.057,1.0,0.002,0.009,0.02,0.0,0.002,-0.009,0.243,0.044,0.013
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,-0.0,0.003,-0.005,-0.239,0.028,-0.065
0.018,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.001,0.001,0.002,-0.067,0.005,-0.013
0.019,-0.032,0.057,1.0,-0.0,0.008,0.02,0.0,0.0,0.007,-0.083,-0.037,0.03
0.018,-0.032,0.057,1.0,-0.002,0.008,0.02,-0.001,-0.004,0.008,-0.195,-0.035,0.0
0.019,-0.032,0.057,1.0,-0.0,0.008,0.02,0.001,0.001,0.003,-0.025,-0.02,0.002
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.001,0.002,-0.005,-0.13,0.028,-0.042
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.004,0.0,-0.007,-0.052,-0.014,-0.036
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.002,-0.007,-0.02,0.032,0.01
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.002,0.002,0.032,-0.01,-0.003
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.001,-0.001,0.002,0.032,-0.01,-0.006
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.001,0.002,0.03,0.001,0.002
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.002,0.003,0.019,-0.017,0.011
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.002,0.003,-0.006,-0.05,-0.01,-0.011
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.0,-0.0,0.004,0.018,-0.029,0.006
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.002,-0.003,0.022,0.011,-0.002
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.002,0.001,-0.004,-0.11,0.009,-0.018
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.003,0.002,0.001,-0.032,-0.059,0.037
0.018,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,0.0,0.002,0.018,-0.008,0.026
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,-0.0,-0.001,0.02,-0.007,-0.004
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.0,0.001,-0.001,0.066,0.024,0.011
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.001,-0.0,-0.004,-0.087,0.013,-0.022
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,0.001,-0.002,0.044,0.009,-0.001
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.003,0.001,0.001,-0.031,-0.016,0.029
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,-0.001,0.001,0.049,0.004,0.02
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.001,-0.003,0.004,-0.042,0.0,-0.017
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.001,0.001,0.002,0.027,0.007
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,0.0,0.004,0.02,-0.03,-0.02
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.002,0.001,0.0,-0.111,-0.019,-0.032
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.002,0.001,0.003,-0.03,-0.014,-0.009
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,-0.0,0.002,0.019,-0.024,0.002
0.019,-0.032,0.057,1.0,-0.0,0.008,0.02,0.003,0.001,0.003,0.068,-0.066,0.0
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.002,-0.0,-0.001,-0.038,0.009,-0.014
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.0,-0.001,-0.005,-0.012,-0.012
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.001,-0.002,-0.004,-0.054,0.018,-0.024
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,-0.0,-0.002,-0.005,-0.127,0.06,-0.026
0.018,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.003,-0.004,0.004,-0.042,0.029,-0.02
0.018,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.002,-0.002,0.005,-0.042,0.001,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.002,0.0,0.001,0.0,-0.002
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.002,0.0,0.002,-0.027,-0.005,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.003,0.003,-0.002,-0.024,-0.097,0.024
0.019,-0.032,0.057,1.0,-0.0,0.008,0.02,0.002,0.002,0.0,0.051,0.004,0.009
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,-0.001,0.0,0.022,0.009,0.003
0.019,-0.032,0.057,1.0,-0.002,0.009,0.02,0.001,0.001,-0.007,-0.104,0.062,-0.011
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,-0.001,-0.004,0.002,-0.11,0.005,-0.031
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,0.002,-0.002,0.121,0.032,0.016
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.001,0.003,-0.003,0.162,0.052,0.019
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.002,-0.001,0.003,0.024,0.03,-0.007
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.002,-0.001,0.002,0.017,0.019,-0.002
0.019,-0.032,0.057,1.0,0.001,0.008,0.02,0.003,0.006,0.003,0.23,-0.084,0.023
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.002,0.004,0.0,0.089,-0.045,0.02
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.004,0.006,-0.003,-0.011,-0.069,0.026
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.002,0.002,0.0,0.001,-0.04,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.0,0.001,0.072,-0.009,0.023
0.019,-0.032,0.057,1.0,0.0,0.009,0.02,-0.001,0.001,-0.002,0.1,0.027,0.033
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.001,0.002,0.014,-0.011,0.012
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.0,0.001,0.0,0.021,-0.015,-0.001
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,0.003,-0.004,0.024,-0.008,-0.007
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.001,0.001,-0.003,-0.013,-0.014,-0.014
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.0,-0.0,0.0,0.025,-0.011,-0.001
0.019,-0.032,0.057,1.0,0.0,0.009,0.02,-0.0,0.003,0.006,0.117,-0.037,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.002,0.003,0.015,-0.022,-0.006
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.002,0.001,-0.002,-0.079,0.011,-0.023
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.001,0.002,0.008,-0.027,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,0.001,0.001,0.048,-0.01,0.002
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.0,0.001,-0.001,0.082,0.003,0.039
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,-0.0,0.001,0.023,-0.009,0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.001,-0.001,-0.017,-0.005,-0.015
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.002,0.001,0.012,-0.002,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,-0.0,0.001,-0.018,0.0,-0.012
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.001,-0.001,0.0,0.02,0.004,-0.002
0.019,-0.032,0.057,1.0,-0.0,0.009,0.019,-0.001,-0.0,0.006,0.034,-0.02,-0.032
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.0,0.0,-0.009,0.007,0.01
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.001,0.001,-0.007,-0.051,0.03,-0.014
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,0.001,0.001,-0.001,-0.03,-0.015,-0.005
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.0,-0.003,-0.032,0.031,-0.008
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.002,-0.001,0.016,0.022,0.001
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,-0.0,0.0,0.007,0.019,0.005
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.001,-0.001,-0.01,0.014,-0.0
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.002,-0.001,-0.047,-0.007,0.054
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,-0.001,-0.002,-0.021,0.02,-0.016
0.019,-0.032,0.057,1.0,0.0,0.009,0.019,-0.001,-0.001,-0.001,0.07,0.021,-0.018
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.0,0.0,0.001,0.052,-0.016,-0.002
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.001,-0.003,-0.063,0.006,0.0
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.002,0.001,-0.005,-0.065,0.016,0.003
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,0.0,-0.001,-0.032,0.002,-0.007
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.0,-0.0,-0.003,0.003,0.047,-0.008
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.002,-0.0,0.003,0.026,-0.002,0.019
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.002,-0.003,0.005,-0.042,-0.024,-0.003
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.0,0.002,0.002,-0.007,-0.007,0.008
0.019,-0.032,0.057,1.0,-0.001,0.008,0.019,0.001,-0.001,0.006,-0.02,-0.092,-0.013
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,-0.0,-0.0,-0.003,-0.015,0.027,-0.004
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.001,-0.01,-0.034,0.053,0.001
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,-0.0,0.002,0.057,-0.008,0.013
0.019,-0.032,0.057,1.0,-0.001,0.009,0.019,0.002,0.0,-0.005,-0.022,0.035,0.0
0.019,-0.032,0.057,1.0,-0.001,0.008,0.02,-0.003,0.004,0.001,0.033,-0.114,0.014
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.002,0.002,0.002,0.025,-0.049,0.013
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.002,0.003,-0.002,0.11,0.007,0.028
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.004,0.002,0.004,0.103,-0.003,0.031
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,-0.002,0.0,0.003,0.065,-0.042,0.022
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.002,0.001,0.002,0.027,-0.019,0.001
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,-0.001,0.001,0.003,0.031,-0.033,0.014
0.019,-0.032,0.057,1.0,-0.001,0.009,0.02,0.001,0.0,-0.001,0.019,-0.013,0.004
0.019,-0.032,0.057,1.0,-0.002,0.009,0.02,0.002,0.001,-0.006,-0.102,0.016,-0.009
0.019,-0.032,0.057,1.0,-0.0,0.008,0.02,0.001,0.001,0.003,0.079,-0.048,0.012
0.019,-0.032,0.057,1.0,-0.0,0.009,0.02,0.001,0.001,-0.003,0.027,-0.001,0.005
0.019,-0.032,0.057,1.0,-0.002,0.009,0.019,0.001,0.0,-0.003,-0.098,0.004,-0.018
